Var_ID,Variant,Ref_Modal,Variant_Slug,Var_Location,Price,Modal_ID,Ref_Brand,Engine,Cylinders,Drive_Type,Fuel_Tank,Fuel_Economy,Fuel_Type,Horsepower,Torque,Transmission,Seating_Capacity,Acceleration,Battery_Size,Battery_Range,Motor,Top_Speed,Featured_Image,Gallery,Status,Created_At
490,"1.5T GL",EMKOO,1-5t-gl,KSA,TBD,490,253,1.5,4,"Front Wheel Drive",,,Petrol,177,270,Automatic,"5 Seater",,,,,,GAC-EMKOO-2024-1.5T-GL,GAC-EMKOO-2024-1.5T-GL,Publish,"0000-00-00 00:00:00"
491,"GL Plus",EMZOOM,gl-plus,KSA,"81,995",491,253,1.5,4,"Front Wheel Drive",,,Petrol,174,240,Automatic,"5 Seater",,,,,,GAC-EMZOOM-2024-GL-Plus,GAC-EMZOOM-2024-GL-Plus,Publish,"0000-00-00 00:00:00"
492,S,EMZOOM,s,KSA,"86,825",492,253,3,6,"All Wheel Drive",65,8.9,Petrol,354,480,Automatic,"5 Seater",5.3,,,,254,GAC-EMZOOM-2024-S,GAC-EMZOOM-2024-S,Publish,"0000-00-00 00:00:00"
493,"1.5T GE",GS5,1-5t-ge,KSA,TBD,493,253,1.5,4,"Front Wheel Drive",55,7,Petrol,169,265,Automatic,"5 Seater",,,,,190,GAC-GS5-2024-1.5T-GE,GAC-GS5-2024-1.5T-GE,Publish,"0000-00-00 00:00:00"
494,"1.5T GL",GS5,1-5t-gl,KSA,TBD,494,253,1.5,4,"Front Wheel Drive",55,7,Petrol,169,265,Automatic,"5 Seater",,,,,190,GAC-GS5-2024-1.5T-GL,GAC-GS5-2024-1.5T-GL,Publish,"0000-00-00 00:00:00"
495,"1.5TD Basic GS",Coolray,1-5td-basic-gs,KSA,"74,635",495,248,1.5,3,"Front Wheel Drive",45,5.8,Petrol,172,290,Automatic,"5 Seater",,,,,,Geely-Coolray-2024-1.5TD-Basic-GS,Geely-Coolray-2024-1.5TD-Basic-GS,Publish,"0000-00-00 00:00:00"
496,"1.5TD Comfort GC",Coolray,1-5td-comfort-gc,KSA,"81,535",496,248,1.5,3,"Front Wheel Drive",45,,Petrol,172,290,Automatic,"5 Seater",5.8,,,,,Geely-Coolray-2024-1.5TD-Comfort-GC,Geely-Coolray-2024-1.5TD-Comfort-GC,Publish,"0000-00-00 00:00:00"
497,"1.5TD Luxury GF+ (BR)",Coolray,1-5td-luxury-gf-br,KSA,"91,885",497,248,1.5,3,"Front Wheel Drive",,,Petrol,177,255,Manual,"5 Seater",,,,,,Geely-Coolray-2024-1.5TD-Luxury-GF+-BR,Geely-Coolray-2024-1.5TD-Luxury-GF+-BR,Publish,"0000-00-00 00:00:00"
498,"1.5TD Luxury GF+ (SR)",Coolray,1-5td-luxury-gf-sr,KSA,"93,725",498,248,1.5,3,"Front Wheel Drive",45,,Petrol,171,290,Automatic,"5 Seater",5.8,,,,,Geely-Coolray-2024-1.5TD-Luxury-GF+-SR,Geely-Coolray-2024-1.5TD-Luxury-GF+-SR,Publish,"0000-00-00 00:00:00"
499,"2.0T GK",Starray,2-0t-gk,KSA,"1,01,085",499,248,2,4,"All Wheel Drive",54,6.7,Petrol,218,350,Automatic,"5 Seater",,,,,,Geely-Starray-2024-2.0T-GK,Geely-Starray-2024-2.0T-GK,Publish,"0000-00-00 00:00:00"
500,"2.0TD Comfort GK (4WD)",Monjaro,2-0td-comfort-gk-4wd,KSA,"1,28,685",500,248,2,4,"All Wheel Drive",62,8.4,Petrol,235,350,Automatic,"5 Seater",,,,,215,Geely-Monjaro-2024-2.0TD-Comfort-GK-4WD,Geely-Monjaro-2024-2.0TD-Comfort-GK-4WD,Publish,"0000-00-00 00:00:00"
501,"2.0TD Premium GF (4WD)",Monjaro,2-0td-premium-gf-4wd,KSA,"1,39,035",501,248,2,4,"All Wheel Drive",62,8.4,Petrol,235,350,Automatic,"5 Seater",,,,,215,Geely-Monjaro-2024-2.0TD-Premium-GF-4WD,Geely-Monjaro-2024-2.0TD-Premium-GF-4WD,Publish,"0000-00-00 00:00:00"
502,"2.0TD Ultimate GF+ (4WD)",Monjaro,2-0td-ultimate-gf-4wd,KSA,"1,44,785",502,248,2,4,"All Wheel Drive",62,8.4,Petrol,235,350,Automatic,"5 Seater",,,,,215,Geely-Monjaro-2024-2.0TD-Ultimate-GF+-4WD,Geely-Monjaro-2024-2.0TD-Ultimate-GF+-4WD,Publish,"0000-00-00 00:00:00"
503,"1.5TD Comfort GC (2WD)",Azkarra,1-5td-comfort-gc-2wd,KSA,TBD,503,248,1.5,3,"Front Wheel Drive",58,6.5,Petrol,177,250,Automatic,"5 Seater",10.5,,,,200,Geely-Azkarra-2024-1.5TD-Comfort-GC-2WD,Geely-Azkarra-2024-1.5TD-Comfort-GC-2WD,Publish,"0000-00-00 00:00:00"
504,"1.5TD Luxury GL (4WD) Mild Hybrid",Azkarra,1-5td-luxury-gl-4wd-mild-hybrid,KSA,TBD,504,248,1.5,3,"All Wheel Drive",58,5.7,Petrol,190,300,Automatic,"5 Seater",10,,,Single,200,Geely-Azkarra-2024-1.5TD-Luxury-GL-4WD-Mild-Hybrid,Geely-Azkarra-2024-1.5TD-Luxury-GL-4WD-Mild-Hybrid,Publish,"0000-00-00 00:00:00"
505,"1.5TD Full Option GF (4WD) Mild Hybrid",Azkarra,1-5td-full-option-gf-4wd-mild-hybrid,KSA,TBD,505,248,1.5,3,"All Wheel Drive",58,5.7,Petrol,190,300,Automatic,"5 Seater",10,,,Single,200,Geely-Azkarra-2024-1.5TD-Full-Option-GF-4WD-Mild-Hybrid,Geely-Azkarra-2024-1.5TD-Full-Option-GF-4WD-Mild-Hybrid,Publish,"0000-00-00 00:00:00"
506,"1.5TD Luxury GL (2WD)",Azkarra,1-5td-luxury-gl-2wd,KSA,TBD,506,248,1.5,3,"Front Wheel Drive",58,6.5,Petrol,177,250,Automatic,"5 Seater",10.5,,,,200,Geely-Azkarra-2024-1.5TD-Luxury-GL-2WD,Geely-Azkarra-2024-1.5TD-Luxury-GL-2WD,Publish,"0000-00-00 00:00:00"
507,"1.5TD Comfort GC",Okavango,1-5td-comfort-gc,KSA,"83,375",507,248,1.5,4,"Front Wheel Drive",60,6.6,Petrol,190,300,Automatic,"7 Seater",,,,,190,Geely-Okavango-2024-1.5TD-Comfort-GC,Geely-Okavango-2024-1.5TD-Comfort-GC,Publish,"0000-00-00 00:00:00"
508,"1.5TD Premium GK",Okavango,1-5td-premium-gk,KSA,"97,175",508,248,1.5,4,"Front Wheel Drive",60,6.6,Petrol,190,300,Automatic,"7 Seater",,,,,190,Geely-Okavango-2024-1.5TD-Premium-GK,Geely-Okavango-2024-1.5TD-Premium-GK,Publish,"0000-00-00 00:00:00"
509,"1.5TD Full Option GF",Okavango,1-5td-full-option-gf,KSA,"1,08,675",509,248,1.5,4,"Front Wheel Drive",60,6.6,Petrol,190,300,Automatic,"7 Seater",,,,,190,Geely-Okavango-2024-1.5TD-Full-Option-GF,Geely-Okavango-2024-1.5TD-Full-Option-GF,Publish,"0000-00-00 00:00:00"
510,"2.0T Comfort GL (4WD)",Tugella,2-0t-comfort-gl-4wd,KSA,"1,17,185",510,248,2,4,"All Wheel Drive",54,7,Petrol,238,350,Automatic,"5 Seater",6.9,,,,,Geely-Tugella-2024-2.0T-Comfort-GL-4WD,Geely-Tugella-2024-2.0T-Comfort-GL-4WD,Publish,"0000-00-00 00:00:00"
511,"2.0T Luxury GF (4WD)",Tugella,2-0t-luxury-gf-4wd,KSA,"1,30,985",511,248,2,4,"All Wheel Drive",54,7,Petrol,238,350,Automatic,"5 Seater",6.9,,,,,Geely-Tugella-2024-2.0T-Luxury-GF-4WD,Geely-Tugella-2024-2.0T-Luxury-GF-4WD,Publish,"0000-00-00 00:00:00"
512,"2.0T Luxury GF (4WD)",Tugella,2-0t-luxury-gf-4wd,KSA,"1,32,135",512,248,2,4,"All Wheel Drive",54,7,Petrol,238,350,Automatic,"5 Seater",6.9,,,,,Geely-Tugella-2024-2.0T-Luxury-GF-4WD,Geely-Tugella-2024-2.0T-Luxury-GF-4WD,Publish,"0000-00-00 00:00:00"
513,"1.0T Basic",Binray,1-0t-basic,KSA,TBD,513,248,1,3,"Front Wheel Drive",,4.8,Petrol,134,205,Automatic,"5 Seater",,,,,200,Geely-Binray-2024-1.0T-Basic,Geely-Binray-2024-1.0T-Basic,Publish,"0000-00-00 00:00:00"
514,"1.0T Luxury",Binray,1-0t-luxury,KSA,TBD,514,248,1,3,"Front Wheel Drive",,,Petrol,101,150,CVT,"5 Seater",,,,,,Geely-Binray-2024-1.0T-Luxury,Geely-Binray-2024-1.0T-Luxury,Publish,"0000-00-00 00:00:00"
515,"GS 150 kW","Geometry C",gs-150-kw,KSA,"1,44,785",515,248,0,N/A,"Front Wheel Drive",,,Electric,200,310,,"5 Seater",6.9,53,350,Single,,Geely-Geometry-C-2024-GS-150-kW,Geely-Geometry-C-2024-GS-150-kW,Publish,"0000-00-00 00:00:00"
516,"GF 150 kW","Geometry C",gf-150-kw,KSA,"1,72,385",516,248,0,N/A,"Front Wheel Drive",,,Electric,200,310,,"5 Seater",7,70,485,Single,,Geely-Geometry-C-2024-GF-150-kW,Geely-Geometry-C-2024-GF-150-kW,Publish,"0000-00-00 00:00:00"
517,"2.0T GL",Starray,2-0t-gl,KSA,"94,185",517,248,2,4,"Front Wheel Drive",68,8.9,Petrol,198,320,Automatic,"7 Seater",,,,,,Geely-Starray-2024-2.0T-GL,Geely-Starray-2024-2.0T-GL,Publish,"0000-00-00 00:00:00"
518,"1.5L Comfort GS",Emegrand,1-5l-comfort-gs,KSA,"57,385",518,248,1.5,4,"Front Wheel Drive",50,6.1,Petrol,101,142,CVT,"5 Seater",,,,,175,Geely-Emegrand-2024-1.5L-Comfort-GS,Geely-Emegrand-2024-1.5L-Comfort-GS,Publish,"0000-00-00 00:00:00"
519,"1.5L Luxury GK",Emegrand,1-5l-luxury-gk,KSA,"68,885",519,248,1.5,4,"Front Wheel Drive",50,6.1,Petrol,101,142,CVT,"5 Seater",,,,,175,Geely-Emegrand-2024-1.5L-Luxury-GK,Geely-Emegrand-2024-1.5L-Luxury-GK,Publish,"0000-00-00 00:00:00"
520,"3.5T Royal (AWD)",GV80,3-5t-royal-awd,KSA,"3,11,900",520,275,3.5,6,"All Wheel Drive",,10.9,Petrol,375,530,Automatic,"7 Seater",5.5,,,,240,Genesis-GV80-2024-3.5T-Royal-AWD,Genesis-GV80-2024-3.5T-Royal-AWD,Publish,"0000-00-00 00:00:00"
521,"2.5T Prestige (AWD)",GV80,2-5t-prestige-awd,KSA,"2,90,185",521,275,2.5,4,"All Wheel Drive",,8.4,Petrol,300,422,Automatic,"7 Seater",6.9,,,,,Genesis-GV80-2024-2.5T-Prestige-AWD,Genesis-GV80-2024-2.5T-Prestige-AWD,Publish,"0000-00-00 00:00:00"
522,"2.5T Premium",GV80,2-5t-premium,KSA,"2,67,350",522,275,2.5,4,"Rear Wheel Drive",,8.9,Petrol,300,422,Automatic,"7 Seater",6.9,,,,,Genesis-GV80-2024-2.5T-Premium,Genesis-GV80-2024-2.5T-Premium,Publish,"0000-00-00 00:00:00"
523,"3.5T Platinium",GV80,3-5t-platinium,KSA,"3,35,725",523,275,3.5,6,"Front Wheel Drive",,9.3,Petrol,375,530,Automatic,"7 Seater",5.5,,,,240,Genesis-GV80-2024-3.5T-Platinium,Genesis-GV80-2024-3.5T-Platinium,Publish,"0000-00-00 00:00:00"
524,"2.5T Royal (RWD)",G80,2-5t-royal-rwd,KSA,"2,70,500",524,275,2.5,4,"Rear Wheel Drive",65,9.2,Petrol,304,421,Automatic,"5 Seater",5.7,,,,250,Genesis-G80-2024-2.5T-Royal-RWD,Genesis-G80-2024-2.5T-Royal-RWD,Publish,"0000-00-00 00:00:00"
525,"2.5T Prestige (RWD)",G80,2-5t-prestige-rwd,KSA,"2,01,500",525,275,2.5,4,"Rear Wheel Drive",65,9.2,Petrol,304,421,Automatic,"5 Seater",5.7,,,,250,Genesis-G80-2024-2.5T-Prestige-RWD,Genesis-G80-2024-2.5T-Prestige-RWD,Publish,"0000-00-00 00:00:00"
526,"3.5T Royal (AWD)",G80,3-5t-royal-awd,KSA,"3,29,980",526,275,3.5,6,"All Wheel Drive",73,11.9,Petrol,380,530,Automatic,"5 Seater",5,,,,250,Genesis-G80-2024-3.5T-Royal-AWD,Genesis-G80-2024-3.5T-Royal-AWD,Publish,"0000-00-00 00:00:00"
527,"3.5T Prestige (RWD)",G80,3-5t-prestige-rwd,KSA,"2,70,500",527,275,3.5,6,"Rear Wheel Drive",73,10.8,Petrol,380,530,Automatic,"5 Seater",5.2,,,,250,Genesis-G80-2024-3.5T-Prestige-RWD,Genesis-G80-2024-3.5T-Prestige-RWD,Publish,"0000-00-00 00:00:00"
528,"3.5T Royal Matt (AWD)",G80,3-5t-royal-matt-awd,KSA,TBD,528,275,3.5,6,"All Wheel Drive",73,11.9,Petrol,380,530,Automatic,"5 Seater",5,,,,250,Genesis-G80-2024-3.5T-Royal-Matt-AWD,Genesis-G80-2024-3.5T-Royal-Matt-AWD,Publish,"0000-00-00 00:00:00"
529,"2.0T Premium",G70,2-0t-premium,KSA,"2,17,900",529,275,2,4,"Front Wheel Drive",60,8.7,Petrol,201,320,Automatic,"5 Seater",,,,,,Genesis-G70-2024-2.0T-Premium,Genesis-G70-2024-2.0T-Premium,Publish,"0000-00-00 00:00:00"
530,"2.0T Prestige",G70,2-0t-prestige,KSA,"1,92,500",530,275,2,4,"Rear Wheel Drive",60,9.6,Petrol,252,360,Automatic,"5 Seater",5.9,,,,240,Genesis-G70-2024-2.0T-Prestige,Genesis-G70-2024-2.0T-Prestige,Publish,"0000-00-00 00:00:00"
531,"3.3T Platinum",G70,3-3t-platinum,KSA,"2,73,750",531,275,3.3,6,"Rear Wheel Drive",60,11.1,Petrol,370,520,Automatic,"5 Seater",4.7,,,,270,Genesis-G70-2024-3.3T-Platinum,Genesis-G70-2024-3.3T-Platinum,Publish,"0000-00-00 00:00:00"
532,"2.5T Prestige",GV70,2-5t-prestige,KSA,"2,41,900",532,275,2.5,4,"Rear Wheel Drive",66,9.3,Petrol,304,422,Automatic,"5 Seater",,,,,,Genesis-GV70-2024-2.5T-Prestige,Genesis-GV70-2024-2.5T-Prestige,Publish,"0000-00-00 00:00:00"
533,"2.5T Premium",GV70,2-5t-premium,KSA,"3,12,150",533,275,2.5,4,"Rear Wheel Drive",66,9.3,Petrol,304,422,Automatic,"5 Seater",,,,,,Genesis-GV70-2024-2.5T-Premium,Genesis-GV70-2024-2.5T-Premium,Publish,"0000-00-00 00:00:00"
534,"2.5T Platinium",GV70,2-5t-platinium,KSA,"2,73,650",534,275,2.5,4,"Rear Wheel Drive",66,9.3,Petrol,304,422,Automatic,"5 Seater",,,,,,Genesis-GV70-2024-2.5T-Platinium,Genesis-GV70-2024-2.5T-Platinium,Publish,"0000-00-00 00:00:00"
535,"3.5T Royal (AWD)",GV70,3-5t-royal-awd,KSA,"3,71,375",535,275,3.5,6,"All Wheel Drive",66,11.6,Petrol,380,530,Automatic,"5 Seater",,,,,,Genesis-GV70-2024-3.5T-Royal-AWD,Genesis-GV70-2024-3.5T-Royal-AWD,Publish,"0000-00-00 00:00:00"
536,"3.5T Prestige RWD",G90,3-5t-prestige-rwd,KSA,"3,79,900",536,275,3.5,6,"Rear Wheel Drive",73,10.7,Petrol,380,530,Automatic,"5 Seater",,,,,,Genesis-G90-2024-3.5T-Prestige-RWD,Genesis-G90-2024-3.5T-Prestige-RWD,Publish,"0000-00-00 00:00:00"
537,"3.5T Platinum RWD",G90,3-5t-platinum-rwd,KSA,"4,27,535",537,275,3.5,6,"Rear Wheel Drive",73,10.7,Petrol,380,530,Automatic,"5 Seater",,,,,,Genesis-G90-2024-3.5T-Platinum-RWD,Genesis-G90-2024-3.5T-Platinum-RWD,Publish,"0000-00-00 00:00:00"
538,"3.5T Platinum AWD",G90,3-5t-platinum-awd,KSA,"4,38,000",538,275,3.5,6,"All Wheel Drive",73,10.7,Petrol,380,530,Automatic,"5 Seater",,,,,,Genesis-G90-2024-3.5T-Platinum-AWD,Genesis-G90-2024-3.5T-Platinum-AWD,Publish,"0000-00-00 00:00:00"
539,"3.5T Royal E/SC AWD",G90,3-5t-royal-e-sc-awd,KSA,"5,02,000",539,275,3.5,6,"All Wheel Drive",73,10.7,Petrol,380,530,Automatic,"5 Seater",,,,,,Genesis-G90-2024-3.5T-Royal-E-SC-AWD,Genesis-G90-2024-3.5T-Royal-E-SC-AWD,Publish,"0000-00-00 00:00:00"
540,"3.5T Royal E/SC LWB AWD",G90,3-5t-royal-e-sc-lwb-awd,KSA,"6,28,135",540,275,3.5,6,"All Wheel Drive",73,10.7,Petrol,380,530,Automatic,"5 Seater",,,,,,Genesis-G90-2024-3.5T-Royal-E-SC-LWB-AWD,Genesis-G90-2024-3.5T-Royal-E-SC-LWB-AWD,Publish,"0000-00-00 00:00:00"
541,"6.6L SLE V8 2500","Sierra HD",6-6l-sle-v8-2500,KSA,TBD,541,256,6.6,8,"All Wheel Drive",136,,Petrol,401,629,Automatic,"6 Seater",,,,,,GMC-Sierra-HD-2024-6.6L-SLE-V8-2500,GMC-Sierra-HD-2024-6.6L-SLE-V8-2500,Publish,"0000-00-00 00:00:00"
542,"6.6L V8 2500","Sierra HD Denali",6-6l-v8-2500,KSA,TBD,542,256,6.6,8,"All Wheel Drive",136,,Petrol,401,629,Automatic,"6 Seater",,,,,,GMC-Sierra-HD-Denali-2024-6.6L-V8-2500,GMC-Sierra-HD-Denali-2024-6.6L-V8-2500,Publish,"0000-00-00 00:00:00"
543,"5.3 V8 SLE (AWD)",Yukon,5-3-v8-sle-awd,KSA,"2,58,635",543,256,5.3,8,"All Wheel Drive",,,Petrol,355,520,Automatic,"7 Seater",,,,,,GMC-Yukon-2024-5.3-V8-SLE-AWD,GMC-Yukon-2024-5.3-V8-SLE-AWD,Publish,"0000-00-00 00:00:00"
544,"5.3 V8 SLT (2WD)",Yukon,5-3-v8-slt-2wd,KSA,"2,49,607",544,256,5.3,8,"Front Wheel Drive",,,Petrol,355,520,Automatic,"7 Seater",,,,,,GMC-Yukon-2024-5.3-V8-SLT-2WD,GMC-Yukon-2024-5.3-V8-SLT-2WD,Publish,"0000-00-00 00:00:00"
545,"5.3L V8 SLT (AWD)","Yukon XL",5-3l-v8-slt-awd,KSA,"2,73,585",545,256,5.3,8,"All Wheel Drive",,,Petrol,355,520,Automatic,"7 Seater",,,,,,GMC-Yukon-XL-2024-5.3L-V8-SLT-AWD,GMC-Yukon-XL-2024-5.3L-V8-SLT-AWD,Publish,"0000-00-00 00:00:00"
546,"5.3L V8 SLE (2WD)","Yukon XL",5-3l-v8-sle-2wd,KSA,"2,62,740",546,256,5.3,8,"Front Wheel Drive",,,Petrol,355,520,Automatic,"7 Seater",,,,,,GMC-Yukon-XL-2024-5.3L-V8-SLE-2WD,GMC-Yukon-XL-2024-5.3L-V8-SLE-2WD,Publish,"0000-00-00 00:00:00"
547,"6.2L Crew Cab (AWD)","Sierra Denali",6-2l-crew-cab-awd,KSA,TBD,547,256,6.2,8,"All Wheel Drive",91,11.2,Petrol,420,623,Automatic,"5 Seater",5.5,,,,180,GMC-Sierra-Denali-2024-6.2L-Crew-Cab-AWD,GMC-Sierra-Denali-2024-6.2L-Crew-Cab-AWD,Publish,"0000-00-00 00:00:00"
548,"5.3L V8 SLT Crew Cab (AWD)",Sierra,5-3l-v8-slt-crew-cab-awd,KSA,TBD,548,256,5.3,8,"All Wheel Drive",,11.9,Petrol,355,519,Automatic,"5 Seater",6.8,,,,,GMC-Sierra-2024-5.3L-V8-SLT-Crew-Cab-AWD,GMC-Sierra-2024-5.3L-V8-SLT-Crew-Cab-AWD,Publish,"0000-00-00 00:00:00"
549,"5.3L V8 AT4 Crew Cab (AWD)",Sierra,5-3l-v8-at4-crew-cab-awd,KSA,TBD,549,256,5.3,8,"All Wheel Drive",,11.9,Petrol,355,519,Automatic,"5 Seater",6.8,,,,,GMC-Sierra-2024-5.3L-V8-AT4-Crew-Cab-AWD,GMC-Sierra-2024-5.3L-V8-AT4-Crew-Cab-AWD,Publish,"0000-00-00 00:00:00"
550,"5.3L V8 AT4 Regular Cab (AWD)",Sierra,5-3l-v8-at4-regular-cab-awd,KSA,TBD,550,256,5.3,8,"All Wheel Drive",,11.9,Petrol,355,519,Automatic,"5 Seater",6.8,,,,,GMC-Sierra-2024-5.3L-V8-AT4-Regular-Cab-AWD,GMC-Sierra-2024-5.3L-V8-AT4-Regular-Cab-AWD,Publish,"0000-00-00 00:00:00"
551,"5.3L V8 Elevation Regular Cab (AWD)",Sierra,5-3l-v8-elevation-regular-cab-awd,KSA,TBD,551,256,5.3,8,"All Wheel Drive",,11.9,Petrol,355,519,Automatic,"5 Seater",7.2,,,,,GMC-Sierra-2024-5.3L-V8-Elevation-Regular-Cab-AWD,GMC-Sierra-2024-5.3L-V8-Elevation-Regular-Cab-AWD,Publish,"0000-00-00 00:00:00"
552,EV2,"Hummer EV SUV",ev2,KSA,TBD,552,256,0,"N/A, Electric","Rear Wheel Drive",,,Electric,625,,,"5 Seater",,212,402,Double,170,GMC-Hummer-EV-SUV-2024-EV2,GMC-Hummer-EV-SUV-2024-EV2,Publish,"0000-00-00 00:00:00"
553,EV2x,"Hummer EV SUV",ev2x,KSA,TBD,553,256,0,"N/A, Electric","All Wheel Drive",,,Electric,625,,,"5 Seater",,212,483,Double,170,GMC-Hummer-EV-SUV-2024-EV2x,GMC-Hummer-EV-SUV-2024-EV2x,Publish,"0000-00-00 00:00:00"
554,EV3x,"Hummer EV SUV",ev3x,KSA,TBD,554,256,0,"N/A, Electric","All Wheel Drive",,,Electric,800,,,"5 Seater",,212,500,Triple,170,GMC-Hummer-EV-SUV-2024-EV3x,GMC-Hummer-EV-SUV-2024-EV3x,Publish,"0000-00-00 00:00:00"
555,"Edition 1","Hummer EV SUV",edition-1,KSA,TBD,555,256,0,"N/A, Electric","All Wheel Drive",,,Electric,1000,1627,,"5 Seater",,212,529,Triple,170,GMC-Hummer-EV-SUV-2024-Edition-1,GMC-Hummer-EV-SUV-2024-Edition-1,Publish,"0000-00-00 00:00:00"
556,EV2,"Hummer EV Pickup",ev2,KSA,TBD,556,256,0,"N/A, Electric","Rear Wheel Drive",,,Electric,625,,,"5 Seater",,212,402,Double,170,GMC-Hummer-EV-Pickup-2024-EV2,GMC-Hummer-EV-Pickup-2024-EV2,Publish,"0000-00-00 00:00:00"
557,EV2x,"Hummer EV Pickup",ev2x,KSA,TBD,557,256,0,"N/A, Electric","All Wheel Drive",,,Electric,625,,,"5 Seater",,212,483,Double,170,GMC-Hummer-EV-Pickup-2024-EV2x,GMC-Hummer-EV-Pickup-2024-EV2x,Publish,"0000-00-00 00:00:00"
558,EV3x,"Hummer EV Pickup",ev3x,KSA,TBD,558,256,0,"N/A, Electric","All Wheel Drive",,,Electric,800,,,"5 Seater",,212,500,Triple,170,GMC-Hummer-EV-Pickup-2024-EV3x,GMC-Hummer-EV-Pickup-2024-EV3x,Publish,"0000-00-00 00:00:00"
559,"Edition 1","Hummer EV Pickup",edition-1,KSA,TBD,559,256,0,"N/A, Electric","All Wheel Drive",,,Electric,1000,1627,,"5 Seater",,212,529,Triple,170,GMC-Hummer-EV-Pickup-2024-Edition-1,GMC-Hummer-EV-Pickup-2024-Edition-1,Publish,"0000-00-00 00:00:00"
560,"1.5T SLE (FWD)",Terrain,1-5t-sle-fwd,KSA,"1,14,885",560,256,1.5,4,"Front Wheel Drive",56,6.7,Petrol,170,275,Automatic,"5 Seater",9.2,,,,200,GMC-Terrain-2024-1.5T-SLE-FWD,GMC-Terrain-2024-1.5T-SLE-FWD,Publish,"0000-00-00 00:00:00"
561,"3.6L SLE2 (FWD)",Acadia,3-6l-sle2-fwd,KSA,"1,34,504",561,256,3.6,6,"Front Wheel Drive",72,8.8,Petrol,310,366,Automatic,"7 Seater",6.8,,,,210,GMC-Acadia-2024-3.6L-SLE2-FWD,GMC-Acadia-2024-3.6L-SLE2-FWD,Publish,"0000-00-00 00:00:00"
562,"2.0T (AWD)","Terrain Denali",2-0t-awd,KSA,TBD,562,256,2,4,"All Wheel Drive",59,7.4,Petrol,252,352,Automatic,"5 Seater",7.5,,,,200,GMC-Terrain-Denali-2024-2.0T-AWD,GMC-Terrain-Denali-2024-2.0T-AWD,Publish,"0000-00-00 00:00:00"
563,"3.6L AT4 (AWD)",Acadia,3-6l-at4-awd,KSA,TBD,563,256,3.6,6,"All Wheel Drive",72,8.8,Petrol,310,366,Automatic,"7 Seater",6.8,,,,210,GMC-Acadia-2024-3.6L-AT4-AWD,GMC-Acadia-2024-3.6L-AT4-AWD,Publish,"0000-00-00 00:00:00"
564,"3.6L SLT2 (AWD)",Acadia,3-6l-slt2-awd,KSA,TBD,564,256,3.6,6,"All Wheel Drive",83,9.6,Petrol,310,366,Automatic,"7 Seater",7,,,,210,GMC-Acadia-2024-3.6L-SLT2-AWD,GMC-Acadia-2024-3.6L-SLT2-AWD,Publish,"0000-00-00 00:00:00"
565,"3.6L V6 (AWD)","Acadia Denali",3-6l-v6-awd,KSA,TBD,565,256,3.6,6,"All Wheel Drive",83,9.6,Petrol,310,366,Automatic,"7 Seater",7,,,,210,GMC-Acadia-Denali-2024-3.6L-V6-AWD,GMC-Acadia-Denali-2024-3.6L-V6-AWD,Publish,"0000-00-00 00:00:00"
566,"2.4L Single Cabin Luxury (Gasoline)","Wingle 5",2-4l-single-cabin-luxury-gasoline,KSA,TBD,566,258,2.4,4,"Rear Wheel Drive",73,8.8,Petrol,134,200,Manual,"2 Seater",,,,,,Great-Wall-Wingle-5-2024-2.4L-Single-Cabin-Luxury-Gasoline,Great-Wall-Wingle-5-2024-2.4L-Single-Cabin-Luxury-Gasoline,Publish,"0000-00-00 00:00:00"
567,"2.0T Pilot Double Cab Diesel (4WD)",POER,2-0t-pilot-double-cab-diesel-4wd,KSA,TBD,567,258,2,4,"All Wheel Drive",80,9.4,Diesel,160,400,Manual,"5 Seater",,,,,,Great-Wall-POER-2024-2.0T-Pilot-Double-Cab-Diesel-4WD,Great-Wall-POER-2024-2.0T-Pilot-Double-Cab-Diesel-4WD,Publish,"0000-00-00 00:00:00"
568,"2.0T Luxury Double Cab Gasoline (4WD)",POER,2-0t-luxury-double-cab-gasoline-4wd,KSA,TBD,568,258,2,4,"All Wheel Drive",80,9.4,Petrol,187,360,Automatic,"5 Seater",,,,,,Great-Wall-POER-2024-2.0T-Luxury-Double-Cab-Gasoline-4WD,Great-Wall-POER-2024-2.0T-Luxury-Double-Cab-Gasoline-4WD,Publish,"0000-00-00 00:00:00"
569,"2.0T Super Luxury Double Cab Gasoline (4WD)",POER,2-0t-super-luxury-double-cab-gasoline-4wd,KSA,TBD,569,258,2,4,"All Wheel Drive",80,9.4,Petrol,187,360,Automatic,"5 Seater",,,,,,Great-Wall-POER-2024-2.0T-Super-Luxury-Double-Cab-Gasoline-4WD,Great-Wall-POER-2024-2.0T-Super-Luxury-Double-Cab-Gasoline-4WD,Publish,"0000-00-00 00:00:00"
570,"2.0T Luxury Double Cab Diesel (4WD)",POER,2-0t-luxury-double-cab-diesel-4wd,KSA,"1,24,085",570,258,2,4,"All Wheel Drive",80,9.4,Diesel,161,400,Automatic,"5 Seater",,,,,,Great-Wall-POER-2024-2.0T-Luxury-Double-Cab-Diesel-4WD,Great-Wall-POER-2024-2.0T-Luxury-Double-Cab-Diesel-4WD,Publish,"0000-00-00 00:00:00"
